ogc_fid,gml_id,id,codseccion,munide,nuevos_mun,codigo,cod_dep,nom_dep,cod_prov,nom_prov,cod_mun,cat_sec,nom_mun,cantones,poblacion,area,perimeter,prov,pob_tot,hombres,mujeres,tc_92_01,lengua,zlengua,adscrip,zadscrip,pueblos,anal_tot,anal_hom,anal_muj,tmi,part_per,tgf,tmn,nbi_92,nbi_01
250,indigena.250,74.0,050502,189.0,0.0,050502,5,Potosi,5,Charcas,2,SEGUNDA,Toro Toro,6,9228,1.177656072625E9,212323.09,Charcas,10535.0,5298.0,5237.0,1.4,10445.0,99.2,5763.0,95.8,Quechua,41.5,27.4,54.9,118.9,14.7,7.0,-7.7,99.5,98.7
251,indigena.251,95.0,040302,154.0,0.0,040302,4,Oruro,3,Carangas,2,SEGUNDA,Choquecota,2,1746,8.44448217484E8,155132.948,Carangas,1957.0,999.0,958.0,1.2,1706.0,87.2,1197.0,96.6,Aymara,13.9,4.7,23.1,92.0,28.2,4.3,-13.7,95.6,98.8
252,indigena.252,210.0,040402,176.0,0.0,040402,4,Oruro,4,Sajama,2,SEGUNDA,Turco,3,3799,4.771375954977E9,387690.08,Sajama,3818.0,1953.0,1865.0,0.1,3201.0,83.8,2416.0,97.5,Aymara,13.6,3.5,23.7,124.4,27.8,4.1,-17.4,96.3,95.8
253,indigena.253,101.0,040301,155.0,0.0,040301,4,Oruro,3,Carangas,1,PRIMERA,Corque,13,6184,3.360081334594E9,316438.265,Carangas,8548.0,4526.0,4022.0,3.5,7700.0,90.1,5620.0,97.2,Aymara,16.8,6.1,29.1,89.5,22.8,5.0,-6.6,94.1,97.0
254,indigena.254,69.0,040701,170.0,0.0,040701,4,Oruro,7,Pantaleon Dalence,1,PRIMERA,Villa Huanuni,6,19674,5.51712693453E8,169571.4,Pantale?n Dalence,19428.0,9980.0,9448.0,-0.1,12523.0,64.5,8592.0,75.0,Quechua,12.7,4.8,21.0,99.8,65.3,5.4,-11.6,68.9,65.0
255,indigena.255,106.0,040702,171.0,0.0,040702,4,Oruro,7,Pantaleon Dalence,2,SEGUNDA,Machacamarca,2,5218,3.05803189469E8,86453.838,Pantale?n Dalence,4180.0,2063.0,2117.0,-2.4,2932.0,70.1,2238.0,83.7,Quechua,14.0,4.0,23.0,68.6,61.8,4.1,-12.1,68.7,62.3
256,indigena.256,76.0,050702,183.0,0.0,050702,5,Potosi,7,Alonso De Iba?ez,2,SEGUNDA,Caripuyo,8,8227,5.17136733328E8,119226.723,Alonso de Iba?ez,9030.0,4548.0,4482.0,1.0,8929.0,98.9,5090.0,97.3,"Aymara,Quechua",31.5,12.8,50.1,170.4,11.3,7.4,-5.5,98.8,99.0
257,indigena.257,123.0,050501,188.0,0.0,050501,5,Potosi,5,Charcas,1,PRIMERA,San Pedro de Buena Vista,6,22005,2.170464001984E9,262391.284,Charcas,27639.0,13876.0,13763.0,2.5,27512.0,99.5,14831.0,92.5,"Quechua,Aymara",45.9,30.4,61.0,131.0,10.5,7.1,-7.2,99.4,98.4
258,indigena.258,290.0,070703,242.0,0.0,070703,7,Santa Cruz,7,Cordillera,3,TERCERA,Cabezas,6,16808,5.104261003781E9,438685.784,Cordillera,22296.0,12047.0,10249.0,3.1,6204.0,27.8,2975.0,24.5,"Guarani,Quechua",7.9,5.2,11.4,63.8,68.8,7.1,12.9,97.2,72.4
259,indigena.259,288.0,070702,244.0,0.0,070702,7,Santa Cruz,7,Cordillera,2,SEGUNDA,Charagua,4,18769,7.2681635033125E10,1469353.105,Cordillera,24427.0,12597.0,11830.0,2.8,13536.0,55.4,8445.0,67.0,Guarani,10.9,4.7,17.5,71.5,55.7,6.7,-5.8,90.4,82.9
260,indigena.260,266.0,030202,114.0,0.0,030202,3,Cochabamba,2,Campero,2,SEGUNDA,Pasorapa,1,4612,2.400367607031E9,281275.686,Campero,4659.0,2500.0,2159.0,0.1,1387.0,29.8,1062.0,40.8,Quechua,21.6,11.5,33.1,66.1,28.7,7.0,-16.0,98.2,88.5
261,indigena.261,122.0,050202,209.0,0.0,050202,5,Potosi,2,Rafael Bustillo,2,SEGUNDA,Chayanta,9,12922,6.13773840938E8,150282.318,Rafael Bustillo,14165.0,6939.0,7226.0,1.0,13712.0,96.8,7992.0,97.9,"Quechua,Aymara",36.7,17.0,54.8,122.8,25.4,7.3,-9.1,93.9,96.9
262,indigena.262,6.0,070803,270.0,0.0,070803,7,Santa Cruz,8,Valle Grande,3,TERCERA,Moro Moro,5,3863,6.77577019516E8,160152.331,Valle Grande,3366.0,1753.0,1613.0,-1.5,460.0,13.7,73.0,3.6,Quechua,18.8,8.2,30.8,75.7,56.7,4.5,-8.7,95.4,85.0
263,indigena.263,105.0,040601,174.0,0.0,040601,4,Oruro,6,Poopo,1,PRIMERA,Poop?,3,5886,7.01981580563E8,135385.918,Poop?,6163.0,3045.0,3118.0,0.5,4782.0,77.6,3871.0,94.5,"Quechua,Aymara",21.3,5.4,35.9,92.2,55.7,4.0,2.5,80.7,85.1
264,indigena.264,5.0,070802,273.0,0.0,070802,7,Santa Cruz,8,Valle Grande,2,SEGUNDA,Trigal,4,1843,4.00990771828E8,109966.655,Valle Grande,2133.0,1121.0,1012.0,1.6,441.0,20.7,56.0,3.9,Quechua,10.7,5.2,16.9,46.6,78.9,4.0,3.2,91.9,62.7
265,indigena.265,321.0,071403,327.0,0.0,071403,7,Santa Cruz,14,German Busch,3,TERCERA,Carmen Rivero Torrez,,,1.5647017948188E10,589078.896,German Busch,4894.0,2665.0,2229.0,1.4,188.0,4.1,1921.0,68.4,Chiquitano,6.8,4.2,10.6,55.0,19.3,4.6,-1.4,59.6,82.2
266,indigena.266,77.0,050203,210.0,0.0,050203,5,Potosi,2,Rafael Bustillo,3,TERCERA,Llallagua,2,39890,5.34954133859E8,120466.772,Rafael Bustillo,36909.0,17895.0,19014.0,-0.8,26805.0,72.6,18838.0,84.9,"Quechua,Aymara",17.1,7.2,25.5,95.1,59.8,5.2,-19.3,62.4,54.1
267,indigena.267,295.0,071402,252.0,0.0,071402,7,Santa Cruz,14,German Busch,2,SEGUNDA,Puerto Quijarro,1,7932,1.492581820219E9,311668.76,German Busch,12903.0,6768.0,6135.0,5.3,2084.0,16.2,3965.0,51.4,"Chiquitano,Quechua",3.8,2.2,5.8,43.7,86.2,4.4,12.6,59.6,23.8
268,indigena.268,8.0,070904,250.0,0.0,070904,7,Santa Cruz,9,Florida,4,CUARTA,Quirusillas,1,1507,2.88541749813E8,97606.855,Florida,2028.0,1096.0,932.0,3.2,413.0,20.4,92.0,7.6,Quechua,17.7,14.6,21.5,48.6,62.5,4.3,13.8,93.6,82.8
269,indigena.269,289.0,070801,274.0,0.0,070801,7,Santa Cruz,8,Valle Grande,1,PRIMERA,Vallegrande,17,16621,3.210009752641E9,476914.318,Valle Grande,16837.0,8622.0,8215.0,0.1,1698.0,10.1,462.0,4.3,Quechua,14.2,10.1,18.4,46.3,75.8,3.8,-13.2,73.9,53.3
270,indigena.270,204.0,010103,12.0,0.0,010103,1,Chuquisaca,1,Oropeza,3,SEGUNDA,Poroma,6,13659,1.397551663563E9,251802.439,Oropeza,16101.0,8048.0,8053.0,1.8,16019.0,99.5,8791.0,96.0,Quechua,49.5,36.6,62.1,109.8,15.1,7.0,-11.5,99.4,99.3
271,indigena.271,113.0,040603,172.0,0.0,040603,4,Oruro,6,Poopo,3,TERCERA,Antequera (Bolivar),3,3483,2.83211991313E8,108130.953,Poop?,3352.0,1719.0,1633.0,-0.4,2297.0,68.5,1703.0,85.2,Quechua,12.9,4.5,21.6,107.2,50.8,5.4,-1.3,81.6,65.4
272,indigena.272,121.0,050201,211.0,0.0,050201,5,Potosi,2,Rafael Bustillo,1,PRIMERA,Unc?a,3,24754,1.147009043094E9,173308.009,Rafael Bustillo,25180.0,12516.0,12664.0,0.2,22661.0,90.0,12784.0,89.1,"Quechua,Aymara",34.3,18.6,48.9,137.0,27.8,6.3,-14.1,82.5,84.2
273,indigena.273,129.0,050403,192.0,0.0,050403,5,Potosi,4,Chayanta,3,TERCERA,Pocoata,9,16993,1.1913406885E9,224658.627,Chayanta,20116.0,9881.0,10235.0,1.8,19887.0,98.9,10826.0,92.7,Quechua,41.0,23.7,57.0,123.4,14.7,5.7,-14.0,98.3,97.9
274,indigena.274,13.0,070804,271.0,0.0,070804,7,Santa Cruz,8,Valle Grande,4,CUARTA,Postrer Valle,3,1846,1.165417612063E9,245935.26,Valle Grande,2545.0,1401.0,1144.0,3.5,412.0,16.2,85.0,5.4,Ninguno,18.5,14.4,24.1,73.1,63.1,4.5,-8.2,88.5,79.8
275,indigena.275,107.0,040502,162.0,0.0,040502,4,Oruro,5,Litoral,2,SEGUNDA,Escara,2,446,1.158032454672E9,211581.33,Litoral,863.0,436.0,427.0,7.1,704.0,81.6,610.0,99.0,Aymara,9.4,1.0,18.2,100.7,14.5,5.3,-0.7,96.8,91.9
276,indigena.276,102.0,040602,173.0,0.0,040602,4,Oruro,6,Poopo,2,SEGUNDA,Paz?a,5,8068,7.37825490516E8,167506.319,Poop?,5469.0,2671.0,2798.0,-4.2,3841.0,70.2,2917.0,87.6,Quechua,15.7,4.3,25.3,86.1,51.2,4.9,-30.0,84.7,77.6
277,indigena.277,130.0,050401,190.0,0.0,050401,5,Potosi,4,Chayanta,1,PRIMERA,Colquechaca,5,23650,1.642195366563E9,306909.083,Chayanta,31037.0,15347.0,15690.0,2.9,30650.0,98.8,16140.0,96.2,Quechua,56.9,38.0,74.3,128.5,11.2,8.1,-13.0,96.6,97.2
278,indigena.278,199.0,040901,151.0,0.0,040901,4,Oruro,9,Atahuallpa,1,PRIMERA,Sabaya,17,2074,3.348054931891E9,578484.743,Atahuallpa,4684.0,2465.0,2219.0,8.8,3126.0,66.7,2753.0,89.6,Aymara,5.8,1.9,10.1,102.6,28.7,5.3,3.4,94.7,95.2
279,indigena.279,291.0,010302,27.0,0.0,010302,1,Chuquisaca,3,Zuda?ez,2,SEGUNDA,Presto,3,7874,1.334159312719E9,194661.604,Zuda?ez,8892.0,4346.0,4546.0,1.3,8789.0,98.8,4588.0,95.2,Quechua,59.4,51.0,67.2,116.6,16.0,7.3,-13.0,98.9,97.5
280,indigena.280,127.0,050402,193.0,0.0,050402,5,Potosi,4,Chayanta,2,SEGUNDA,Ravelo,6,18130,1.243043938125E9,177012.475,Chayanta,20536.0,10307.0,10229.0,1.3,20443.0,99.6,10989.0,94.8,Quechua,56.5,41.8,70.6,107.2,14.8,6.7,-17.9,99.5,99.2
281,indigena.281,207.0,010303,26.0,0.0,010303,1,Chuquisaca,3,Zuda?ez,3,TERCERA,Villa Mojocoya,1,7890,1.252953883172E9,181846.37,Zuda?ez,7926.0,4023.0,3903.0,0.0,7525.0,94.9,3995.0,94.6,Quechua,33.1,21.1,45.0,77.7,33.8,7.1,-7.0,98.6,92.3
282,indigena.282,112.0,040503,161.0,0.0,040503,4,Oruro,5,Litoral,3,TERCERA,Cruz de Machacamarca,3,190,5.20438625828E8,114552.363,Litoral,869.0,449.0,420.0,16.4,635.0,73.1,552.0,96.8,Aymara,11.4,2.9,19.7,82.7,15.2,5.3,5.2,91.3,100.0
283,indigena.283,114.0,041201,180.0,0.0,041201,4,Oruro,12,Sur Carangas,1,PRIMERA,Santiago de Andamarca,3,3005,2.310521868672E9,244879.071,Sur Carangas,4588.0,2301.0,2287.0,4.6,4136.0,90.2,3062.0,96.3,Aymara,21.4,8.7,34.3,73.9,27.2,3.9,-6.4,97.2,96.1
284,indigena.284,120.0,040201,152.0,0.0,040201,4,Oruro,2,Abaroa,1,PRIMERA,Challapata,4,20882,2.58114889075E9,400703.269,Avaroa,24370.0,12525.0,11845.0,1.7,20654.0,84.8,13111.0,89.9,"Quechua,Aymara",23.1,11.6,35.2,107.4,29.6,5.8,-4.6,93.8,90.3
285,indigena.285,205.0,010101,13.0,0.0,010101,1,Chuquisaca,1,Oropeza,1,CAPITAL,Sucre,14,153153,1.824788874031E9,304594.212,Oropeza,215778.0,103361.0,112417.0,3.7,129230.0,59.9,84479.0,61.5,Quechua,12.2,7.1,16.7,53.2,81.7,3.5,7.4,49.7,40.0
286,indigena.286,116.0,041202,181.0,0.0,041202,4,Oruro,12,Sur Carangas,2,SEGUNDA,Bel?n de Andamarca,4,1023,1.073696519594E9,188100.486,Sur Carangas,1548.0,816.0,732.0,4.5,1373.0,88.7,1083.0,98.2,Aymara,16.3,3.9,29.7,75.9,29.2,3.6,-14.7,98.9,97.4
287,indigena.287,133.0,050404,191.0,0.0,050404,5,Potosi,4,Chayanta,4,CUARTA,Ocuri,4,14355,9.42355599047E8,196043.187,Chayanta,18516.0,9254.0,9262.0,2.8,18284.0,98.8,9400.0,93.9,Quechua,55.8,35.5,74.7,115.0,14.7,7.8,-14.9,98.7,98.4
288,indigena.288,10.0,070805,272.0,0.0,070805,7,Santa Cruz,8,Valle Grande,5,QUINTA,Pucara,2,2571,6.86440728125E8,152561.222,Valle Grande,2548.0,1367.0,1181.0,-0.1,245.0,9.6,27.0,1.8,Quechua,22.8,16.3,31.0,52.4,47.3,4.0,-16.4,95.7,88.8
289,indigena.289,156.0,010801,3.0,0.0,010801,1,Chuquisaca,8,Belisario Boeto,1,PRIMERA,Villa Serrano,3,12617,1.722822028E9,243825.624,Belisario Boeto,12277.0,6183.0,6094.0,-0.3,4148.0,33.8,2515.0,36.6,Quechua,34.2,23.3,45.3,83.0,43.2,5.2,-18.1,93.5,83.8
290,indigena.290,117.0,040501,164.0,0.0,040501,4,Oruro,5,Litoral,1,PRIMERA,Huachacalla,1,983,2.0669798391E7,21903.159,Litoral,1650.0,983.0,667.0,5.6,1103.0,66.9,1051.0,88.7,Aymara,6.2,0.9,14.9,91.4,38.8,5.3,43.7,85.2,72.0
291,indigena.291,108.0,040505,163.0,0.0,040505,4,Oruro,5,Litoral,5,QUINTA,Esmeralda,4,376,6.01968671781E8,162818.239,Litoral,952.0,496.0,456.0,10.0,760.0,79.8,638.0,95.8,Aymara,9.0,2.6,15.8,82.9,26.2,5.3,-5.4,100.0,98.8
292,indigena.292,111.0,040504,165.0,0.0,040504,4,Oruro,5,Litoral,4,CUARTA,Yunguyo del Litoral *,1,92,1.75391282281E8,71791.386,Litoral,221.0,123.0,98.0,9.5,151.0,68.3,157.0,94.0,Aymara,5.4,1.1,10.1,89.6,9.5,5.3,9.2,100.0,100.0
308,indigena.308,119.0,040202,179.0,0.0,040202,4,Oruro,2,Abaroa,2,SEGUNDA,Santuario de Quillacas,3,2265,9.19281363719E8,174438.38,Avaroa,3305.0,1735.0,1570.0,4.1,2442.0,73.9,1999.0,93.8,"Aymara,Quechua",16.3,3.6,30.1,127.3,42.9,4.7,5.7,92.4,92.3
309,indigena.309,136.0,010102,14.0,0.0,010102,1,Chuquisaca,1,Oropeza,2,PRIMERA,Yotala,4,9486,4.53957455141E8,105303.573,Oropeza,9497.0,4663.0,4834.0,0.0,8829.0,93.0,4853.0,91.7,Quechua,34.0,22.6,44.7,74.5,71.6,3.8,-7.1,91.6,80.3
310,indigena.310,158.0,010401,20.0,0.0,010401,1,Chuquisaca,4,Tomina,1,PRIMERA,Padilla,1,13086,1.629510893063E9,246768.934,Tomina,12562.0,6372.0,6190.0,-0.4,3166.0,25.2,3994.0,56.5,Quechua,30.1,20.4,39.9,73.7,53.5,5.7,-17.8,93.3,86.9
311,indigena.311,467.0,040901,151.0,0.0,040901,4,Oruro,9,Atahuallpa,1,PRIMERA,Sabaya,17,2074,5039215.953,23159.117,Atahuallpa,4684.0,2465.0,2219.0,8.8,3126.0,66.7,2753.0,89.6,Aymara,5.8,1.9,10.1,102.6,28.7,5.3,3.4,94.7,95.2
366,indigena.366,124.0,010702,11.0,0.0,010702,1,Chuquisaca,7,Nor Cinti,2,SEGUNDA,San Lucas,8,31808,3.885621906281E9,396514.957,Nor Cinti,32109.0,15352.0,16757.0,0.1,31529.0,98.2,16204.0,95.9,Quechua,41.5,25.8,54.3,91.5,23.4,7.3,-10.0,98.5,96.5
293,indigena.293,17.0,041503,166.0,0.0,041503,4,Oruro,15,Mejillones,3,TERCERA,Carangas,1,164,2.55469453523E8,85502.528,Mejillones,353.0,177.0,176.0,8.3,152.0,43.1,111.0,50.2,Aymara,3.6,0.9,6.5,91.8,24.3,5.3,8.0,93.2,99.7
294,indigena.294,118.0,041401,153.0,0.0,041401,4,Oruro,14,Sebastian Pagador,1,PRIMERA,Santiago de Huari,11,7712,2.402740481188E9,275873.887,Sebastian Pagador,10221.0,5558.0,4663.0,3.0,8438.0,82.6,6228.0,91.2,"Aymara,Quechua",22.4,8.8,39.1,89.6,30.6,5.3,-10.0,91.4,87.2
295,indigena.295,157.0,010601,23.0,0.0,010601,1,Chuquisaca,6,Yamparaez,1,PRIMERA,Tarabuco,2,19607,1.033069193063E9,192925.395,Yamparaez,19554.0,9405.0,10149.0,0.0,19237.0,98.4,9834.0,93.4,Quechua,53.3,40.4,64.3,103.5,31.3,6.8,-15.1,96.2,93.7
296,indigena.296,163.0,010402,22.0,0.0,010402,1,Chuquisaca,4,Tomina,2,SEGUNDA,Tomina,1,7551,8.31049568656E8,159714.375,Tomina,9060.0,4574.0,4486.0,2.0,8452.0,93.3,4079.0,84.2,Quechua,45.9,34.2,58.1,98.6,42.3,6.5,-5.2,97.3,94.6
312,indigena.312,466.0,040903,149.0,0.0,040903,4,Oruro,9,Atahuallpa,3,TERCERA,Chipaya,3,1087,312149.594,2690.063,Atahuallpa,1814.0,943.0,871.0,5.5,1791.0,98.7,964.0,97.1,Aymara,8.9,1.6,17.0,87.4,28.3,5.3,-4.7,98.8,99.3
391,indigena.391,159.0,010502,4.0,0.0,010502,1,Chuquisaca,5,Hernando Siles,2,SEGUNDA,San Pablo de Huacareta,3,10015,2.98105480939099E9,326576.591,Hernando Siles,10007.0,5325.0,4682.0,0.0,3973.0,39.7,2189.0,42.1,"Guarani,Quechua",33.9,26.6,42.4,68.5,53.9,7.0,-19.7,96.4,89.0
450,indigena.450,274.0,010902,16.0,0.0,010902,1,Chuquisaca,9,Sur Cinti,2,SEGUNDA,Culpina,8,18793,3.927807513469E9,452436.55,Sur Cinti,17570.0,8421.0,9149.0,-0.7,5899.0,33.6,3597.0,37.5,Quechua,36.0,24.4,45.9,77.1,34.4,6.1,-12.9,96.9,93.1
297,indigena.297,19.0,041502,168.0,0.0,041502,4,Oruro,15,Mejillones,2,SEGUNDA,Todos Santos,1,366,2.359962505E8,80893.672,Mejillones,387.0,202.0,185.0,0.6,231.0,59.7,225.0,94.9,"Aymara,Quechua",5.5,2.5,8.6,146.2,23.5,5.3,2.9,75.0,99.2
313,indigena.313,468.0,040901,151.0,0.0,040901,4,Oruro,9,Atahuallpa,1,PRIMERA,Sabaya,17,2074,483583.688,3103.967,Atahuallpa,4684.0,2465.0,2219.0,8.8,3126.0,66.7,2753.0,89.6,Aymara,5.8,1.9,10.1,102.6,28.7,5.3,3.4,94.7,95.2
414,indigena.414,366.0,051402,198.0,0.0,051402,5,Potosi,14,Daniel Campos,2,SEGUNDA,Tahua,6,1497,14139.578,452.45,Daniel Campos,2166.0,1093.0,1073.0,4.0,1428.0,65.9,1328.0,96.7,"Aymara,Quechua",7.8,2.3,13.8,105.5,30.9,4.4,-4.7,96.0,99.7
298,indigena.298,18.0,041501,167.0,0.0,041501,4,Oruro,15,Mejillones,1,PRIMERA,La Rivera,1,221,1.96506111906E8,77251.019,Mejillones,390.0,209.0,181.0,6.1,264.0,67.7,219.0,89.0,Aymara,7.3,3.0,12.4,90.4,27.0,5.3,-4.6,94.1,95.1
299,indigena.299,162.0,010301,28.0,0.0,010301,1,Chuquisaca,3,Zuda?ez,1,PRIMERA,Zuda?ez,1,7150,7.04090223031E8,132085.183,Zuda?ez,7423.0,3755.0,3668.0,0.4,7008.0,94.4,3989.0,96.1,Quechua,42.8,31.2,54.1,84.1,43.7,5.4,-10.7,92.7,86.4
300,indigena.300,208.0,070705,246.0,0.0,070705,7,Santa Cruz,7,Cordillera,5,QUINTA,Guti?rrez,2,9833,2.894279902563E9,359709.163,Cordillera,11393.0,5683.0,5710.0,1.6,9107.0,79.9,4807.0,85.5,Guarani,19.8,11.5,27.9,83.3,39.3,8.3,-6.6,96.5,96.1
301,indigena.301,109.0,040903,149.0,0.0,040903,4,Oruro,9,Atahuallpa,3,TERCERA,Chipaya,3,1087,2.97803703031E8,142672.702,Atahuallpa,1814.0,943.0,871.0,5.5,1791.0,98.7,964.0,97.1,Aymara,8.9,1.6,17.0,87.4,28.3,5.3,-4.7,98.8,99.3
302,indigena.302,126.0,050303,196.0,0.0,050303,5,Potosi,3,Cornelio Saavedra,3,TERCERA,Tacobamba,6,11727,8.35103795188E8,160367.276,Cornelio Saavedra,12754.0,6323.0,6431.0,0.9,12650.0,99.2,6874.0,97.2,Quechua,57.1,41.0,71.7,113.6,9.8,7.7,-22.2,96.8,99.3
303,indigena.303,131.0,050102,219.0,0.0,050102,5,Potosi,1,Tomas Frias,2,PRIMERA,Tinquipaya,2,14569,1.464887453188E9,204447.84,Tom?s Fr?as,21794.0,10835.0,10959.0,4.4,21609.0,99.2,11476.0,94.9,Quechua,53.4,34.2,71.2,115.6,7.6,7.4,-13.4,98.6,99.3
304,indigena.304,110.0,040801,160.0,0.0,040801,4,Oruro,8,Ladislao Cabrera,1,PRIMERA,Salinas de Garci Mendoza,8,5761,4.875778349578E9,675609.458,Ladislao Cabrera,8723.0,4431.0,4292.0,4.5,6984.0,80.1,5598.0,95.6,Aymara,10.1,3.6,16.8,103.5,29.6,5.3,-8.2,96.1,96.7
305,indigena.305,115.0,040802,159.0,0.0,040802,4,Oruro,8,Ladislao Cabrera,2,SEGUNDA,Pampa Aullagas,3,1602,1.058105769781E9,171591.95,Ladislao Cabrera,2975.0,1543.0,1432.0,6.7,2445.0,82.2,1776.0,98.4,Aymara,17.5,6.1,29.6,90.5,32.0,5.1,-8.3,99.1,97.1
306,indigena.306,137.0,010602,24.0,0.0,010602,1,Chuquisaca,6,Yamparaez,2,SEGUNDA,Yampar?ez,2,11656,6.00653483797E8,140248.944,Yamparaez,10013.0,4826.0,5187.0,-1.6,9819.0,98.1,5487.0,97.0,Quechua,41.4,29.8,51.1,74.3,57.2,6.3,-19.2,98.6,93.2
307,indigena.307,170.0,011001,8.0,0.0,011001,1,Chuquisaca,10,Luis Calvo,1,PRIMERA,Villa Vaca Guzm?n (Muyupampa),4,9611,3.82017321179699E9,565903.646,Luis Calvo,10748.0,5724.0,5024.0,1.2,4550.0,42.3,2644.0,45.0,"Guarani,Quechua",25.6,18.2,34.5,70.1,54.3,6.9,-6.1,92.5,82.1
314,indigena.314,469.0,040901,151.0,0.0,040901,4,Oruro,9,Atahuallpa,1,PRIMERA,Sabaya,17,2074,763479.5,4758.073,Atahuallpa,4684.0,2465.0,2219.0,8.8,3126.0,66.7,2753.0,89.6,Aymara,5.8,1.9,10.1,102.6,28.7,5.3,3.4,94.7,95.2
315,indigena.315,471.0,040901,151.0,0.0,040901,4,Oruro,9,Atahuallpa,1,PRIMERA,Sabaya,17,2074,468670.469,2929.952,Atahuallpa,4684.0,2465.0,2219.0,8.8,3126.0,66.7,2753.0,89.6,Aymara,5.8,1.9,10.1,102.6,28.7,5.3,3.4,94.7,95.2
327,indigena.327,456.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,719703.719,4402.806,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
328,indigena.328,161.0,010304,25.0,0.0,010304,1,Chuquisaca,3,Zuda?ez,4,CUARTA,Icla (R.Mujia),1,8068,8.49752319328E8,148699.66,Zuda?ez,9241.0,4615.0,4626.0,1.5,9091.0,98.4,4510.0,95.4,Quechua,53.2,39.8,65.2,97.1,23.9,7.3,-8.3,98.4,99.0
316,indigena.316,470.0,040901,151.0,0.0,040901,4,Oruro,9,Atahuallpa,1,PRIMERA,Sabaya,17,2074,543900.156,5467.687,Atahuallpa,4684.0,2465.0,2219.0,8.8,3126.0,66.7,2753.0,89.6,Aymara,5.8,1.9,10.1,102.6,28.7,5.3,3.4,94.7,95.2
317,indigena.317,198.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,1.90542494906E8,76811.263,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
318,indigena.318,132.0,050104,217.0,0.0,050104,5,Potosi,1,Tomas Frias,4,TERCERA,Bel?n de Urmiri,2,11521,1.30324294110899E9,163648.779,Tom?s Fr?as,2025.0,1127.0,898.0,3.1,1959.0,96.7,1205.0,95.9,"Quechua,Aymara",32.2,18.9,49.8,115.6,32.1,4.4,-10.7,98.2,99.6
319,indigena.319,276.0,050301,194.0,0.0,050301,5,Potosi,3,Cornelio Saavedra,1,PRIMERA,Betanzos,10,31862,1.889003006297E9,264012.124,Cornelio Saavedra,36308.0,17592.0,18716.0,1.4,35174.0,96.9,19084.0,95.1,Quechua,36.6,22.5,49.1,93.6,33.5,6.2,-11.0,95.3,94.4
329,indigena.329,172.0,010403,21.0,0.0,010403,1,Chuquisaca,4,Tomina,3,TERCERA,Sopachuy,1,6121,6.23337881844E8,142350.11,Tomina,7241.0,3622.0,3619.0,1.8,6728.0,92.9,3372.0,85.3,Quechua,46.3,34.8,57.6,77.6,41.2,6.0,-12.5,94.3,91.0
330,indigena.330,464.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,581147.125,3538.933,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
331,indigena.331,173.0,010404,18.0,0.0,010404,1,Chuquisaca,4,Tomina,4,CUARTA,Villa Alcal?,1,3660,3.14457850391E8,91764.668,Tomina,4034.0,2067.0,1967.0,1.1,1521.0,37.7,663.0,31.5,Quechua,34.7,21.6,48.1,68.5,48.3,7.4,-11.9,96.2,86.0
332,indigena.332,128.0,051201,187.0,0.0,051201,5,Potosi,12,Antonio Quijarro,1,PRIMERA,Uyuni (Thola Pampa),5,19648,7.764440698484E9,830759.375,Antonio Quijarro,18705.0,9184.0,9521.0,-0.5,10984.0,58.7,8750.0,77.4,"Quechua,Aymara",12.9,5.1,20.3,81.1,60.3,4.7,-15.2,60.5,58.3
333,indigena.333,465.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,97347.156,1373.639,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
320,indigena.320,453.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,1439095.141,6745.601,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
334,indigena.334,462.0,040902,150.0,0.0,040902,4,Oruro,9,Atahuallpa,2,SEGUNDA,Coipasa,1,406,246829.719,2796.464,Atahuallpa,616.0,307.0,309.0,4.5,322.0,52.3,340.0,98.0,Uru-Chipaya,3.2,1.7,4.8,57.7,35.7,5.3,-8.2,95.3,98.9
